originalTitle,rating,startYear,runtimeMinutes,numVotes,totalImages,totalVideos,totalCredits,titleType,canHaveEpisodes,isRatable,isAdult,numRegions,ratingCount,countryOfOrigin,genres,ratingMean,ReviewsTotal,nominations
Cadmus & Hermione,"(8, 9]",2008,120,15,1,0,91,tvMovie,False,True,False,1,15,['FR'],"Drama,Music,Romance",8.5,1,0
August Underground's Mordum,"(2, 3]",2003,82,4001,3,0,51,video,False,True,False,2,4001,['US'],Horror,2.5,163,0
The Fighting Kentuckian,"(6, 7]",1949,100,3667,27,1,139,movie,False,True,False,28,3666,['US'],"Adventure,Drama,Romance",6.5,36,0
Bi Hamegan,"(2, 3]",2022,53,18,2,0,28,tvSeries,True,True,False,1,18,['IR'],Drama,2.5,0,0
3Freunde2Feinde,"(5, 6]",2020,109,24,1,0,31,movie,False,True,False,1,24,['AT'],Drama,5.5,2,1
Cash Kings,"(4, 5]",2011,30,25,1,0,70,tvEpisode,False,True,False,1,25,['US'],Reality-TV,4.5,0,0
Loverboy,"(6, 7]",1989,98,8947,84,1,197,movie,False,True,False,26,8951,['US'],Comedy,6.5,47,0
Konjiki yasha,"(6, 7]",1954,95,58,8,0,24,movie,False,True,False,7,58,['JP'],Drama,6.5,4,1
The Art of Beer Show,"(8, 9]",2014,53,9,1,0,8,tvSeries,True,True,False,1,9,['US'],Documentary,8.5,0,0
Jakarta Undercover,"(5, 6]",2006,120,116,1,0,19,movie,False,True,False,1,116,['ID'],Thriller,5.5,0,1
Cloro,"(6, 7]",2014,18,21,3,0,20,short,False,True,False,3,21,['BR'],"Drama,Family,Short",6.5,0,0
Remix My Space with Marsai Martin,"(6, 7]",2022,53,26,2,0,39,tvSeries,True,True,False,2,26,['US'],Reality-TV,6.5,1,0
Amélie au pays des Bodin's,"(5, 6]",2010,80,58,1,1,61,movie,False,True,False,1,58,['FR'],Comedy,5.5,1,0
Onions,"(6, 7]",1979,25,11,2,0,14,tvEpisode,False,True,False,1,11,['GB'],Comedy,6.5,1,0
Ostrov Sakhalin,"(6, 7]",1955,45,34,1,0,16,movie,False,True,False,2,34,['SUHH'],Documentary,6.5,0,0
Rebro Adama,"(7, 8]",1991,79,410,49,0,27,movie,False,True,False,11,410,['SUHH'],"Comedy,Drama",7.5,10,6
Ghanta Chori Ho Gaya,"(4, 5]",2017,120,8,2,1,13,movie,False,True,False,1,8,['IN'],Comedy,4.5,1,0
AFI's 100 Years... 100 Songs: America's Greatest Music in the Movies,"(7, 8]",2004,180,163,1,0,76,tvMovie,False,True,False,1,163,['US'],"Documentary,Music",7.5,5,1
Adidas Power Soccer,"(5, 6]",1996,28,25,1,1,5,videoGame,False,True,False,1,25,['FR'],Sport,5.5,0,0
La jefa,"(4, 5]",2022,109,2008,12,1,74,movie,False,True,False,33,2009,['ES'],Drama,4.5,36,2
Cheong-po-do sa-tang,"(6, 7]",2012,103,37,1,0,11,movie,False,True,False,6,38,['KR'],Drama,6.5,1,2
Vpervye zamuzhem,"(7, 8]",1980,92,110,4,0,62,movie,False,True,False,8,110,['SUHH'],Drama,7.5,0,0
Initial D: Second Stage,"(8, 9]",1999,53,1910,15,1,71,tvSeries,True,True,False,9,1912,"['JP', 'CA', 'US']","Action,Animation,Comedy",8.5,6,0
"Il buono, il brutto, il cattivo","(8, 9]",1966,178,825934,378,4,183,movie,False,True,False,69,826210,"['IT', 'ES', 'XWG']","Adventure,Drama,Western",8.5,1564,7
Bette Midler: One Night Only,"(8, 9]",2014,60,63,5,0,22,tvSpecial,False,True,False,1,63,['GB'],Music,8.5,0,0
Shadows of the Past,"(8, 9]",2013,40,11,4,0,33,tvSeries,True,True,False,1,11,['AM'],Drama,8.5,0,0
The Sound of an Ambush,"(7, 8]",2018,24,110,3,0,106,tvEpisode,False,True,False,1,110,['JP'],"Action,Adventure,Animation",7.5,2,0
Malek el petrol,"(5, 6]",1962,92,57,1,0,10,movie,False,True,False,2,57,['EG'],"Comedy,Drama",5.5,0,0
Letting Go of God,"(8, 9]",2008,130,698,1,0,20,movie,False,True,False,2,698,['US'],Documentary,8.5,13,0
The Enchanted Island of Madagascar,"(7, 8]",2005,71,23,0,0,28,video,False,True,False,1,23,['US'],"Documentary,Short",7.5,0,0
The Widow O'Rourke Story,"(7, 8]",1963,40,80,2,0,50,tvEpisode,False,True,False,1,80,['US'],Western,7.5,4,0
Chancenlos,"(6, 7]",2020,40,15,1,0,41,tvEpisode,False,True,False,1,16,['XWG'],"Crime,Drama,Thriller",6.5,1,0
Class Actions,"(7, 8]",2004,81,13,0,0,18,tvMovie,False,True,False,1,13,['US'],Drama,7.5,0,0
Zeichen der Menschlichkeit - Henry Dunant und seine Erben,"(8, 9]",2009,81,14,1,0,3,tvMovie,False,True,False,1,14,['AT'],Documentary,8.5,0,0
"Un nuevo amor, una canción","(6, 7]",2013,44,22,1,0,58,tvEpisode,False,True,False,1,22,['AR'],"Drama,Family,Music",6.5,0,0
North Korea: Dark Secrets,"(5, 6]",2024,79,72,1,0,2,movie,False,True,False,11,72,['US'],History,5.5,2,0
Hangman's House,"(6, 7]",1928,71,568,8,0,26,movie,False,True,False,14,568,['US'],"Drama,Romance,Thriller",6.5,16,0
O Is for Ovaphobia,"(7, 8]",2021,49,779,1,0,178,tvEpisode,False,True,False,1,781,['US'],"Crime,Drama,Horror",7.5,5,0
Quasimodo: The Hunchback of Notre Dame,"(5, 6]",1997,92,17,0,0,1,movie,False,True,False,1,17,['IT'],"Adventure,Animation,Drama",5.5,0,0
A nagy fejedelem,"(7, 8]",1998,62,10,27,0,61,tvMovie,False,True,False,1,10,['HU'],Drama,7.5,0,0
Nassim al-roh,"(7, 8]",1998,92,65,1,0,9,movie,False,True,False,4,65,['SY'],"Drama,Music,Romance",7.5,3,1
Not a Ghost of a Chance,"(7, 8]",1986,22,57,0,0,152,tvEpisode,False,True,False,1,57,['US'],"Action,Adventure,Animation",7.5,0,0
Little Baby Bum: Nursery Rhyme Friends,"(6, 7]",2016,60,52,9,0,3,tvSeries,True,True,False,4,52,['GB'],"Animation,Family,Music",6.5,3,0
Minus That Rusty Old Hacksaw,"(8, 9]",1965,60,8,1,0,12,tvEpisode,False,True,False,1,8,['US'],Drama,8.5,0,0
Cassandra French's Finishing School,"(6, 7]",2017,53,69,20,0,224,tvSeries,True,True,False,4,69,['US'],"Comedy,Romance",6.5,0,0
World's Most Extreme Homes,"(8, 9]",2006,30,42,4,0,408,tvSeries,True,True,False,5,42,['US'],Reality-TV,8.5,1,0
The Badlanders,"(6, 7]",1958,85,1734,17,1,71,movie,False,True,False,24,1736,['US'],Western,6.5,51,0
Bienvenue à Madagascar,"(5, 6]",2015,102,15,2,0,4,movie,False,True,False,1,15,['FR'],Documentary,5.5,0,1
Tri panka na yarmarke,"(7, 8]",1991,10,22,2,0,7,short,False,True,False,5,22,['SUHH'],"Animation,Short",7.5,0,0
The Love Child,"(6, 7]",1987,102,60,3,0,73,movie,False,True,False,2,60,['GB'],"Comedy,Drama",6.5,2,1
Une situation difficile,"(7, 8]",1994,30,8,0,0,14,tvEpisode,False,True,False,1,8,['FR'],"Comedy,Drama",7.5,0,0
300 hommes,"(6, 7]",2014,82,27,2,0,10,movie,False,True,False,4,27,['FR'],"Biography,Documentary",6.5,2,1
"Jack, the Balkans & I","(7, 8]",2008,67,12,1,0,16,movie,False,True,False,1,12,['NL'],"Biography,Documentary,Music",7.5,0,0
Young Men and Fire,"(6, 7]",2018,77,43,4,1,19,movie,False,True,False,2,43,['US'],Documentary,6.5,3,1
American Joy,"(8, 9]",2011,81,6,0,0,9,tvMovie,False,True,False,1,6,['US'],Family,8.5,0,0
Huge in France,"(6, 7]",2019,30,3167,16,2,237,tvSeries,True,True,False,17,3167,['US'],Comedy,6.5,133,0
Tim Tebow,"(7, 8]",2011,40,28,0,0,50,tvEpisode,False,True,False,1,28,['US'],"Comedy,News,Talk-Show",7.5,0,0
The Scout,"(6, 7]",2020,26,173,1,0,112,tvEpisode,False,True,False,1,173,['US'],"Animation,Comedy,Sport",6.5,7,0
A Midseason's Night Dream,"(7, 8]",1988,30,90,0,0,59,tvEpisode,False,True,False,1,90,['US'],Comedy,7.5,2,0
"Juvel, Smaragd, Rubin","(7, 8]",1989,20,11,1,0,91,tvEpisode,False,True,False,1,11,['SE'],Family,7.5,0,0
The Squeeze,"(5, 6]",2015,92,612,16,1,145,movie,False,True,False,3,612,['US'],"Comedy,Drama,Sport",5.5,17,0
Il viaggio a Reims,"(7, 8]",1992,149,17,1,0,40,tvMovie,False,True,False,1,17,['DE'],"Comedy,Music",7.5,1,0
Jean-Claude Van Johnson,"(7, 8]",2016,31,10338,69,11,397,tvMiniSeries,True,True,False,22,10343,['US'],"Action,Comedy,Drama",7.5,122,1
Folge 6,"(7, 8]",1977,40,19,0,0,49,tvEpisode,False,True,False,1,19,"['BE', 'AT', 'XWG', 'HU', 'IT', 'FR', 'CH']","Adventure,Drama,Romance",7.5,0,0
Four Frightened People,"(6, 7]",1934,92,742,85,0,49,movie,False,True,False,13,742,['US'],"Adventure,Drama",6.5,45,0
Trouble Is Bad,"(8, 9]",2017,40,888,28,0,202,tvEpisode,False,True,False,1,890,['US'],"Action,Adventure,Comedy",8.5,5,0
Teesra Kinara,"(6, 7]",1986,92,23,1,0,24,movie,False,True,False,1,23,['IN'],Romance,6.5,2,0
Excelsis Dei,"(6, 7]",1994,44,4881,36,0,98,tvEpisode,False,True,False,1,4881,['US'],"Adventure,Crime,Drama",6.5,33,0
Neurosi 5: Momento,"(7, 8]",2020,6,28,5,0,5,short,False,True,False,1,28,['US'],"Animation,Sci-Fi,Short",7.5,0,1
License to Kill: Part 1,"(7, 8]",1982,60,135,9,0,55,tvEpisode,False,True,False,1,135,['US'],"Action,Adventure,Comedy",7.5,1,0
The Return of the Texas Chainsaw Massacre: The Documentary,"(8, 9]",1996,55,60,1,0,21,video,False,True,False,1,60,['US'],Documentary,8.5,3,0
Store Wars,"(6, 7]",1983,40,35,0,0,40,tvEpisode,False,True,False,1,35,['US'],Comedy,6.5,0,0
Ogniem i mieczem,"(6, 7]",1999,175,5543,51,0,204,movie,False,True,False,31,5543,['PL'],"Adventure,Drama,History",6.5,37,14
Episode #1.466,"(8, 9]",1968,30,50,1,0,22,tvEpisode,False,True,False,7,50,['US'],"Drama,Fantasy,Horror",8.5,1,0
O Rim,"(5, 6]",2008,13,35,1,0,13,short,False,True,False,2,35,['PT'],"Horror,Short",5.5,0,0
Chuck Versus the Push Mix,"(9, 10]",2011,43,1512,3,0,123,tvEpisode,False,True,False,1,1513,['US'],"Action,Comedy,Drama",9.5,5,0
Faults,"(6, 7]",2014,89,10985,187,2,87,movie,False,True,False,8,10988,['US'],"Drama,Mystery,Thriller",6.5,130,6
Juana Gallo,"(6, 7]",1961,92,108,9,0,32,movie,False,True,False,11,108,['MX'],"Drama,War",6.5,0,1
Real Men,"(8, 9]",2007,8,10,0,0,15,short,False,True,False,1,10,['US'],"Comedy,Short",8.5,0,3
Lift,"(6, 7]",1992,13,25,2,0,10,short,False,True,False,1,25,['US'],Short,6.5,0,2
Murder Blues,"(4, 5]",1991,90,73,4,0,128,movie,False,True,False,5,73,"['CA', 'US']","Drama,Thriller",4.5,4,0
I fratelli Corsi,"(5, 6]",1961,92,118,6,0,85,movie,False,True,False,16,118,"['FR', 'IT']",Action,5.5,5,0
On a Roll,"(4, 5]",1986,30,8,0,0,4,tvSpecial,False,True,False,1,8,['US'],Game-Show,4.5,0,0
The Uncanny,"(5, 6]",1977,89,2305,56,1,78,movie,False,True,False,20,2306,"['CA', 'GB']",Horror,5.5,111,0
People's Court,"(7, 8]",1980,30,98,7,0,60,tvEpisode,False,True,False,1,98,['US'],"Comedy,Drama",7.5,1,0
Jekyll Island,"(4, 5]",2017,84,1766,33,2,166,movie,False,True,False,13,1768,['US'],"Crime,Thriller",4.5,43,0
Los Fruittis,"(6, 7]",1990,25,406,3,0,112,tvSeries,True,True,False,11,406,"['ES', 'FR']","Animation,Family",6.5,3,0
Memphis: The Musical,"(8, 9]",2011,165,289,1,0,46,movie,False,True,False,2,289,['US'],Musical,8.5,4,0
Lines of Glory,"(8, 9]",2009,21,30,1,1,20,short,False,True,False,1,30,['US'],"Comedy,Romance,Short",8.5,1,2
Benji,"(7, 8]",2012,79,125,0,0,8,movie,False,True,False,1,125,['US'],"Documentary,Sport",7.5,2,1
That Was Then This Is Now,"(4, 5]",2015,43,70,1,0,55,tvEpisode,False,True,False,1,70,['US'],"Family,Reality-TV",4.5,0,0
Joey and the Wedding,"(7, 8]",2006,30,377,1,0,60,tvEpisode,False,True,False,1,377,['US'],"Comedy,Romance",7.5,1,0
#Moscou-Royan,"(3, 4]",2018,92,9,1,0,37,movie,False,True,False,4,9,['FR'],Comedy,3.5,0,0
Jwala,"(4, 5]",1986,92,7,0,0,12,movie,False,True,False,1,7,['IN'],"Action,Drama,Thriller",4.5,0,0
Street Society,"(6, 7]",2014,97,97,1,0,27,movie,False,True,False,1,97,['ID'],Action,6.5,1,2
Roam Sweet Home,"(6, 7]",1996,57,34,3,0,10,movie,False,True,False,3,34,['US'],Documentary,6.5,4,3
Die Camper,"(4, 5]",1997,25,278,3,0,463,tvSeries,True,True,False,1,278,['DE'],Comedy,4.5,0,3
After,"(7, 8]",2014,40,13818,10,1,216,tvEpisode,False,True,False,1,13826,['US'],"Drama,Horror,Thriller",7.5,58,0
Gene Autry,"(7, 8]",1953,30,33,2,0,20,tvEpisode,False,True,False,1,33,['US'],"Family,Game-Show",7.5,0,0
Hat Trick Hero,"(5, 6]",1991,28,14,2,0,21,videoGame,False,True,False,5,14,['JP'],Sport,5.5,0,0
Yin,"(7, 8]",2017,13,5,4,0,8,short,False,True,False,1,5,['BE'],"Animation,Fantasy,Short",7.5,0,0
O emiris kai o kakomoiris,"(4, 5]",1964,98,142,58,0,40,movie,False,True,False,2,142,['GR'],Comedy,4.5,0,0
Zoku sûpâ jaiantsu,"(5, 6]",1957,52,40,2,0,20,movie,False,True,False,1,40,['JP'],"Action,Adventure,Fantasy",5.5,0,0
Cheap Aftershave,"(7, 8]",2001,44,20,0,0,92,tvEpisode,False,True,False,1,20,['CA'],"Crime,Drama,Mystery",7.5,0,0
VH1 Top 20 Video Countdown,"(7, 8]",1994,53,40,3,0,50,tvSeries,True,True,False,1,40,['US'],Music,7.5,0,0
Episode #1.8,"(7, 8]",2007,60,6,0,0,20,tvEpisode,False,True,False,7,6,['GB'],Music,7.5,0,0
Drums Along the Dusseldorf,"(7, 8]",1968,30,172,4,0,32,tvEpisode,False,True,False,1,172,['US'],"Comedy,War",7.5,2,0
Galore,"(5, 6]",2013,103,267,11,0,349,movie,False,True,False,3,269,['AU'],Drama,5.5,17,11
Beryozka,"(5, 6]",2018,51,36,22,0,26,tvSeries,True,True,False,4,36,['RU'],"Drama,Romance",5.5,0,2
Gone Straight,"(8, 9]",1957,40,197,6,0,31,tvEpisode,False,True,False,1,197,['US'],Western,8.5,5,0
The Sleepover to End All Sleepovers/A Day at the Aquarium,"(8, 9]",2020,22,503,4,0,82,tvEpisode,False,True,False,1,504,['US'],"Action,Adventure,Animation",8.5,0,0
La forza dell'amore,"(4, 5]",1998,129,13,1,0,34,tvMiniSeries,True,True,False,2,13,['IT'],"Drama,Romance",4.5,0,0
Fluppy Dogs,"(7, 8]",1986,45,359,4,0,33,tvMovie,False,True,False,3,359,['US'],"Adventure,Animation,Family",7.5,23,0
North by Northwest: One for the Ages,"(7, 8]",2009,71,64,2,0,13,video,False,True,False,1,64,['US'],"Documentary,Short",7.5,1,0
Les promesses de l'aube,"(7, 8]",2009,15,16,4,1,68,short,False,True,False,3,16,['FR'],"Drama,Short",7.5,2,0
Lance et compte: La reconquête,"(6, 7]",2004,60,72,3,0,77,tvSeries,True,True,False,2,72,['CA'],Drama,6.5,2,0
Trailing North,"(7, 8]",1933,92,38,6,0,23,movie,False,True,False,6,39,['US'],Western,7.5,6,0
Return to Camp Beaver Lake,"(6, 7]",1991,80,139,0,0,16,video,False,True,True,1,139,['US'],"Adult,Comedy",6.5,2,0
Twarz,"(5, 6]",1966,6,203,2,0,4,short,False,True,False,3,205,['PL'],"Drama,Short",5.5,2,0
Amour de poche,"(5, 6]",1957,92,72,2,0,52,movie,False,True,False,7,72,['FR'],"Comedy,Fantasy,Sci-Fi",5.5,5,1
"Bañeros II, la playa loca","(6, 7]",1989,92,553,29,0,14,movie,False,True,False,4,554,['AR'],Comedy,6.5,1,0
Webs of Steel,"(6, 7]",1925,92,14,1,0,9,movie,False,True,False,1,14,['US'],Drama,6.5,3,0
Let's Get Laid,"(4, 5]",1978,90,177,6,0,81,movie,False,True,False,5,177,['GB'],Comedy,4.5,8,0
San jaat si mooi,"(6, 7]",2002,103,741,148,0,27,movie,False,True,False,8,742,['HK'],"Comedy,Crime,Romance",6.5,11,1
"I, Leonardo: A Journey of the Mind","(9, 10]",1983,60,51,1,0,12,tvMovie,False,True,False,2,51,['US'],"Biography,Drama",9.5,0,3
The Greenan Tapes,"(5, 6]",2005,92,7,3,0,68,movie,False,True,False,1,7,['US'],"Drama,Thriller",5.5,0,0
Avivato,"(6, 7]",1949,79,20,1,0,16,movie,False,True,False,4,20,['AR'],Comedy,6.5,0,0
L'enfant témoin,"(6, 7]",1994,89,10,0,0,49,tvEpisode,False,True,False,2,10,"['FR', 'CH', 'DE']","Crime,Drama",6.5,0,0
Episode 20,"(7, 8]",2003,47,145,2,0,72,tvEpisode,False,True,False,1,145,['US'],Drama,7.5,2,0
The Coming Back Out Ball Movie,"(7, 8]",2018,86,40,1,0,30,movie,False,True,False,1,40,['AU'],Documentary,7.5,5,1
Deneme Çekimi,"(5, 6]",2013,92,16,1,0,10,movie,False,True,False,1,16,['TR'],Drama,5.5,0,0
3 Ring Circus,"(5, 6]",1954,103,903,57,1,92,movie,False,True,False,25,902,['US'],Comedy,5.5,15,0
L'homme des casernes,"(8, 9]",1994,90,8,2,0,20,movie,False,True,False,1,8,"['CH', 'FR']",Documentary,8.5,2,0
Winter Sports,"(4, 5]",1970,79,31,0,0,4,movie,False,True,True,1,31,['US'],Adult,4.5,2,0
Attention WPIV Shoppers,"(7, 8]",1988,30,77,0,0,47,tvEpisode,False,True,False,1,77,['US'],Comedy,7.5,2,0
Hanabi-chan wa Okure-gachi,"(4, 5]",2022,53,11,1,0,17,tvSeries,True,True,False,1,11,['JP'],Animation,4.5,0,0
Gekijôban kamen raidâ Bureido: Misshingu êsu,"(6, 7]",2004,73,136,4,0,34,movie,False,True,False,4,136,['JP'],"Action,Fantasy,Sci-Fi",6.5,0,0
Prizemyavane,"(6, 7]",1987,113,16,5,0,55,movie,False,True,False,6,16,['BG'],"Drama,Romance",6.5,0,0
"Right Man, Wrong Time","(6, 7]",1994,47,147,6,0,79,tvEpisode,False,True,False,1,147,['US'],"Action,Adventure,Crime",6.5,0,0
Robin Harris,"(8, 9]",1990,27,27,1,0,10,tvEpisode,False,True,False,1,27,['US'],"Comedy,Documentary",8.5,0,0
L'assassino,"(6, 7]",1961,83,1563,63,0,60,movie,False,True,False,15,1563,"['IT', 'FR']","Crime,Thriller",6.5,36,3
"Zanane Venusi, Mardane Merikhi","(3, 4]",2011,97,165,7,0,25,movie,False,True,False,2,165,['IR'],Comedy,3.5,1,0
Deep Throat,"(8, 9]",1987,40,79,0,0,24,tvEpisode,False,True,False,1,79,['US'],Comedy,8.5,0,0
Holy Terror,"(2, 3]",2002,55,125,1,0,18,video,False,True,False,1,125,['US'],Horror,2.5,8,0
Gorod pod lipami (Epizody geroicheskoy oborony),"(5, 6]",1971,92,21,13,0,55,movie,False,True,False,2,21,['SUHH'],"Drama,War",5.5,0,0
Smrt talentovaného sevce,"(5, 6]",1983,81,42,1,0,36,movie,False,True,False,5,42,['CSHH'],Crime,5.5,0,0
Toyed,"(6, 7]",2016,22,13,1,0,69,short,False,True,False,1,13,['US'],"Adventure,Crime,Drama",6.5,0,1
The Day That Moses Came to Town,"(7, 8]",1990,30,62,0,0,48,tvEpisode,False,True,False,1,62,['US'],"Comedy,Sport",7.5,0,0
The Spirits of the Purple God,"(7, 8]",2020,2,5,9,0,4,short,False,True,False,1,5,['FR'],"Crime,Horror,Mystery",7.5,0,0
Czech Is in the Male,"(7, 8]",1998,89,6,0,0,10,video,False,True,True,1,6,"['US', 'CZ']",Adult,7.5,0,0
The Election,"(7, 8]",1976,30,68,0,0,46,tvEpisode,False,True,False,1,69,['US'],Comedy,7.5,1,0
A Spooky Little Ghoul Like You,"(7, 8]",1985,24,148,12,0,192,tvEpisode,False,True,False,1,148,['US'],"Adventure,Animation,Comedy",7.5,3,0
Withdrawal,"(7, 8]",2016,43,545,12,1,212,tvEpisode,False,True,False,1,546,['US'],Drama,7.5,5,0
Upside down chairs,"(7, 8]",1970,55,22,1,0,43,tvEpisode,False,True,False,1,22,['US'],"Adventure,Animation,Family",7.5,0,0
Misplaced,"(8, 9]",2010,4,12,1,0,21,short,False,True,False,1,12,['US'],"Comedy,Short",8.5,0,0
Keep Me Company,"(5, 6]",2019,88,61,2,0,19,movie,False,True,False,1,63,['PT'],"Horror,Mystery,Thriller",5.5,5,7
Documentary,"(8, 9]",2016,40,10,0,0,9,tvEpisode,False,True,False,1,10,['KR'],Comedy,8.5,0,0
Ghiamat-e eshgh,"(6, 7]",1973,88,39,5,0,15,movie,False,True,False,4,39,['IR'],"Drama,Romance",6.5,0,0
Humanity,"(7, 8]",2017,23,74,1,0,94,tvEpisode,False,True,False,1,74,['US'],"Action,Drama,Horror",7.5,0,0
A Gente,"(6, 7]",2013,92,38,1,0,13,movie,False,True,False,7,38,['BR'],Documentary,6.5,3,3
Urlaub nach Prospekt,"(7, 8]",1977,76,7,1,0,37,tvMovie,False,True,False,1,7,['DDDE'],Comedy,7.5,0,0
Rocky Mountain Railroad,"(7, 8]",2018,53,43,2,0,143,tvSeries,True,True,False,5,43,['CA'],Reality-TV,7.5,4,0
Losing Track,"(3, 4]",1992,85,27,3,0,50,tvEpisode,False,True,False,1,27,['GB'],"Comedy,Crime,Drama",3.5,1,0
The Dan Hogan Story,"(8, 9]",1958,60,74,12,0,43,tvEpisode,False,True,False,1,74,['US'],Western,8.5,1,0
Gekijôban Urutoraman Rûbu: Serekuto! Kizuna no kurisutaru,"(6, 7]",2019,92,120,15,0,38,movie,False,True,False,6,120,['JP'],"Action,Sci-Fi",6.5,2,0
Show #119,"(6, 7]",1996,49,15,0,0,8,tvEpisode,False,True,False,1,15,['DE'],"Comedy,Talk-Show",6.5,0,0
La corsa dell'innocente,"(6, 7]",1992,92,567,13,0,88,movie,False,True,False,18,567,"['IT', 'FR']","Adventure,Crime,Drama",6.5,16,13
Open House,"(6, 7]",1989,78,133,0,0,17,video,False,True,True,1,133,['US'],Adult,6.5,0,0
Salvador,"(7, 8]",1986,92,23561,140,1,186,movie,False,True,False,32,23568,"['US', 'MX', 'GB']","Drama,History,Thriller",7.5,169,13
First Person: A Film About Love,"(6, 7]",2019,88,20,11,0,61,movie,False,True,False,1,20,['US'],Drama,6.5,0,9
Dood-geknuffeld,"(6, 7]",2022,45,5,1,0,21,tvEpisode,False,True,False,1,5,['BE'],"Crime,Documentary",6.5,0,0
SkyRoads,"(6, 7]",1993,28,8,0,0,2,videoGame,False,True,False,1,8,['EE'],"Action,Sci-Fi",6.5,0,0
Desperate Moves,"(4, 5]",1980,98,87,3,0,29,movie,False,True,False,5,87,"['IT', 'US']","Comedy,Drama",4.5,4,0
The Partner,"(6, 7]",1963,58,49,50,0,43,tvEpisode,False,True,False,1,49,['GB'],"Crime,Drama,Mystery",6.5,3,0
Gore Grind,"(5, 6]",2020,92,24,2,0,13,movie,False,True,False,3,24,['GB'],Horror,5.5,1,0
La piccola Russia,"(7, 8]",2004,13,40,3,0,5,short,False,True,False,2,40,"['FR', 'IT']","Animation,Short",7.5,0,4
Spoils of War,"(7, 8]",2011,12,5,0,1,16,short,False,True,False,1,5,['US'],"Action,Drama,Short",7.5,0,0
Heavyweight Championship of the World: Muhammad Ali vs. Floyd Patterson,"(6, 7]",1965,82,7,0,0,13,tvSpecial,False,True,False,1,7,['US'],Sport,6.5,0,0
Negócios à Parte,"(9, 10]",2022,57,24,8,0,131,tvEpisode,False,True,False,1,32,['BR'],"Crime,Drama",9.5,0,0
Speak Not in Angry Whispers,"(8, 9]",1964,40,13,0,0,28,tvEpisode,False,True,False,1,13,['US'],Drama,8.5,0,0
70. Bölüm,"(7, 8]",2005,40,147,1,0,81,tvEpisode,False,True,False,1,147,['TR'],"Action,Crime,Drama",7.5,1,0
Copenhagen,"(7, 8]",2017,26,6,2,0,72,tvEpisode,False,True,False,1,6,['AT'],"Adventure,Documentary,Reality-TV",7.5,0,0
Disgraced,"(6, 7]",1933,66,95,14,0,23,movie,False,True,False,10,95,['US'],"Mystery,Romance",6.5,9,0
Eno nakano bokuno mura,"(6, 7]",1996,112,436,4,0,18,movie,False,True,False,9,436,['JP'],"Drama,Family,Fantasy",6.5,17,9
Parent Not Expected,"(7, 8]",2020,40,512,32,0,127,tvEpisode,False,True,False,1,512,['GB'],"Crime,Drama,Mystery",7.5,8,0
Gloria's Boyfriend,"(8, 9]",1974,26,257,7,0,34,tvEpisode,False,True,False,1,257,['US'],"Comedy,Drama",8.5,4,0
It Had to Be You,"(5, 6]",1989,96,45,1,0,38,movie,False,True,False,2,45,['US'],Comedy,5.5,0,0
El Rey: Vicente Fernández,"(6, 7]",2022,53,491,11,2,190,tvSeries,True,True,False,14,492,"['MX', 'CO']","Biography,Drama,Music",6.5,38,1
Norm MacDonald,"(6, 7]",1999,30,15,0,0,41,tvEpisode,False,True,False,1,15,['US'],"Comedy,News,Talk-Show",6.5,0,0
The Architects of Fear,"(7, 8]",1963,51,1039,13,0,45,tvEpisode,False,True,False,1,1041,['US'],"Drama,Fantasy,Horror",7.5,27,0
Taller Exercises,"(7, 8]",1988,40,12,1,0,37,tvEpisode,False,True,False,1,12,['GB'],Comedy,7.5,0,0
Episode #1.5,"(6, 7]",1987,40,22,1,0,70,tvEpisode,False,True,False,7,22,['US'],"Drama,Romance",6.5,0,0
On voulait tout casser,"(5, 6]",2015,86,396,1,1,139,movie,False,True,False,6,396,['FR'],"Comedy,Drama",5.5,6,0
Ulitsa bez kontsa,"(5, 6]",1973,82,23,1,0,41,movie,False,True,False,2,23,['SUHH'],"Drama,Romance",5.5,0,0
Balls of Steel,"(6, 7]",2007,70,37,0,0,5,tvSeries,True,True,False,1,37,['IT'],Comedy,6.5,0,0
Selon Charlie,"(5, 6]",2006,140,567,4,0,104,movie,False,True,False,12,567,['FR'],Drama,5.5,11,1
Scene of the Crime,"(4, 5]",2017,43,12,0,0,24,tvEpisode,False,True,False,1,12,['US'],Reality-TV,4.5,0,0
Not My Type,"(7, 8]",1989,30,116,1,0,61,tvEpisode,False,True,False,1,116,['US'],Comedy,7.5,1,0
El Güero,"(7, 8]",2019,40,6,0,0,28,tvEpisode,False,True,False,1,6,['MX'],"Biography,Drama",7.5,0,0
Ich war noch niemals in New York,"(5, 6]",2019,128,581,7,2,272,movie,False,True,False,8,581,['DE'],"Comedy,Drama,Family",5.5,26,12
Novios 68,"(5, 6]",1967,98,76,2,0,71,movie,False,True,False,2,76,['ES'],Comedy,5.5,2,0
Vesenniy dozhd,"(6, 7]",1958,25,31,0,0,11,short,False,True,False,2,31,['SUHH'],"Drama,Short",6.5,0,0
Butterfly Dance,"(5, 6]",1897,13,138,0,0,3,short,False,True,False,2,138,['US'],Short,5.5,0,0
Portrait of a Matador,"(5, 6]",1958,23,54,76,0,25,short,False,True,False,1,54,['GB'],"Drama,Short",5.5,4,0
Texas Car Wars,"(5, 6]",2012,53,120,9,0,86,tvSeries,True,True,False,2,120,['US'],Reality-TV,5.5,1,0
