originalTitle,rating,startYear,endYear,runtimeMinutes,awardWins,numVotes,worstRating,bestRating,totalImages,totalVideos,totalCredits,criticReviewsTotal,titleType,awardNominationsExcludeWins,canHaveEpisodes,isRatable,isAdult,numRegions,userReviewsTotal,ratingCount,countryOfOrigin,genres
Il segreto dei soldati di argilla,"(5, 6]",1970,\N,94,0.0,18,1,10,1,0,16,0,movie,0,False,True,0,4,0,18,['IT'],Adventure
Allen Iverson: The Answer,"(7, 8]",2016,\N,\N,0.0,83,1,10,1,0,7,0,tvMovie,0,False,True,0,1,0,83,['US'],"Biography,Documentary,Sport"
Fådda blommor,"(9, 10]",1988,\N,\N,0.0,12,1,10,0,0,2,0,tvMiniSeries,0,True,True,0,1,0,12,['SE'],Comedy
De trein van zes uur tien,"(7, 8]",1999,\N,93,1.0,178,1,10,1,0,106,0,tvMovie,0,False,True,0,3,5,178,['NL'],"Drama,Thriller"
Yajû shisubeshi,"(7, 8]",1959,\N,\N,0.0,98,1,10,6,0,54,2,movie,0,False,True,0,5,0,98,['JP'],"Action,Crime"
Wisdom of the Ages,"(6, 7]",1952,1953,\N,0.0,8,1,10,0,0,4,0,tvSeries,0,True,True,0,1,0,8,['US'],\N
Cuando quiere un mexicano,"(6, 7]",1944,\N,\N,0.0,24,1,10,9,0,24,0,movie,0,False,True,0,4,0,24,['MX'],"Comedy,Drama,Romance"
Épisode 5,"(6, 7]",2018,\N,50,0.0,16,1,10,0,0,114,0,tvEpisode,0,False,True,0,1,0,16,['FR'],"Crime,Drama,Mystery"
Heads-Up Display,"(9, 10]",2012,\N,1,0.0,19,1,10,8,0,46,0,video,0,False,True,0,1,0,19,['US'],"Short,Sport"
Discover Me,"(8, 9]",2005,\N,78,1.0,19,1,10,0,0,25,1,movie,0,False,True,0,1,2,19,['US'],"Drama,Thriller"
Murder on the Run: Part 2,"(7, 8]",1996,\N,45,0.0,93,1,10,1,0,76,0,tvEpisode,0,False,True,0,1,1,93,['US'],"Crime,Drama,Mystery"
Pinky and the Brain,"(7, 8]",1995,1998,30,9.0,33339,1,10,106,3,591,7,tvSeries,16,True,True,0,33,42,33346,['US'],"Adventure,Animation,Comedy"
Social Media Ninja,"(8, 9]",2024,\N,\N,0.0,5,1,10,2,0,3,0,short,0,False,True,0,1,0,5,['US'],Short
Powerless,"(7, 8]",2009,\N,6,0.0,16,1,10,0,0,20,0,short,0,False,True,0,1,0,16,['US'],"Crime,Short"
Episode #1.2,"(6, 7]",1972,\N,\N,,29,1,10,1,0,50,0,tvEpisode,0,False,True,0,7,0,29,"['IT', 'FR', 'XWG']","Comedy,Family,Fantasy"
That Disco Episode,"(7, 8]",1998,\N,22,,1440,1,10,1,0,87,0,tvEpisode,0,False,True,0,1,3,1441,['US'],"Comedy,Drama,Romance"
White Sheet,"(7, 8]",2015,\N,19,0.0,6,1,10,1,0,24,0,short,1,False,True,0,1,0,6,['GR'],"Drama,Family,Short"
Cudze listy,"(6, 7]",2011,\N,56,,26,1,10,2,0,7,0,movie,1,False,True,0,6,0,26,['PL'],Documentary
Texas John Slaughter: A Trip to Tucson,"(8, 9]",1961,\N,60,0.0,13,1,10,1,0,21,0,tvEpisode,0,False,True,0,1,0,13,['US'],"Adventure,Drama,Family"
Torappu sadô! Gai han no teki,"(7, 8]",2007,\N,24,0.0,725,1,10,12,0,52,2,tvEpisode,0,False,True,0,1,0,727,['JP'],"Action,Adventure,Animation"
"The Nameless Kid, Choi Joon Woo","(8, 9]",2019,\N,\N,0.0,14,1,10,1,0,14,0,tvEpisode,0,False,True,0,1,0,14,['KR'],"Drama,Romance"
The Winter Line,"(8, 9]",2020,\N,59,0.0,9526,1,10,51,1,713,17,tvEpisode,0,False,True,0,1,53,9530,['US'],"Drama,Mystery,Sci-Fi"
La madre,"(5, 6]",2016,\N,\N,1.0,121,1,10,4,1,46,7,movie,3,False,True,0,8,0,121,"['ES', 'FR', 'RO']",Drama
Snugglejuice,"(7, 8]",1991,\N,22,0.0,21,1,10,0,0,119,1,tvEpisode,0,False,True,0,1,0,21,"['TW', 'CN']","Adventure,Animation,Comedy"
Juzni vetar: Na granici Part 4,"(6, 7]",2023,\N,\N,0.0,42,1,10,6,0,296,0,tvEpisode,0,False,True,0,1,0,42,['RS'],"Crime,Drama,Thriller"
Broken Poet,"(6, 7]",2020,\N,106,0.0,96,1,10,10,0,36,0,movie,0,False,True,0,5,9,96,['ES'],Music
Tante Iki (Aunt Iki),"(8, 9]",2021,\N,\N,0.0,9,1,10,6,0,7,0,short,0,False,True,0,1,0,9,['NL'],Short
La Pampa,"(7, 8]",2023,\N,105,0.0,36,1,10,13,1,32,1,movie,1,False,True,0,3,0,36,"['PE', 'CL', 'ES']","Drama,Thriller"
Jon Glaser Loves Gear,"(7, 8]",2016,\N,\N,0.0,396,1,10,124,3,132,1,tvSeries,0,True,True,0,1,8,396,['US'],Comedy
Thirty Minutes Worth,"(7, 8]",1972,1973,30,,12,1,10,1,0,144,1,tvSeries,0,True,True,0,1,0,12,['GB'],Comedy
Laughter,"(4, 5]",1993,\N,12,,7,1,10,0,0,4,0,short,0,False,True,0,1,1,7,['GB'],"Drama,Short"
Drunk Kiss,"(5, 6]",2016,\N,19,0.0,81,1,10,2,0,94,0,tvEpisode,0,False,True,0,1,0,81,['US'],Comedy
Pan 4,"(4, 5]",1974,\N,1,0.0,323,1,10,2,0,1,1,short,0,False,True,0,1,1,323,['US'],Short
Vakeel Saab,"(6, 7]",2021,\N,\N,0.0,12473,1,10,42,1,578,4,movie,4,False,True,0,14,333,12477,['IN'],"Action,Crime,Drama"
Somebody Waiting,"(6, 7]",1972,\N,\N,,21,1,10,2,0,15,0,short,1,False,True,0,2,1,21,['US'],"Documentary,Short"
Unforgotten Night,"(6, 7]",2022,2022,\N,0.0,537,1,10,1,1,17,1,tvSeries,0,True,True,0,21,6,542,['TH'],"Drama,Romance"
When Teens Collide,"(7, 8]",1998,\N,30,0.0,273,1,10,4,0,89,2,tvEpisode,0,False,True,0,1,0,273,['US'],"Comedy,Family,Fantasy"
The Pigeon Coup,"(6, 7]",1961,\N,5,0.0,11,1,10,0,0,16,0,tvEpisode,0,False,True,0,1,0,11,['US'],"Adventure,Animation,Comedy"
Trading Faces,"(7, 8]",2013,\N,12,0.0,52,1,10,2,0,78,0,tvEpisode,0,False,True,0,1,0,52,['US'],Comedy
Radio Free Albemuth,"(5, 6]",2010,\N,111,0.0,1920,1,10,10,4,225,28,movie,0,False,True,0,6,54,1920,['US'],"Drama,Sci-Fi"
Sheilah Graham & Helen Hayes,"(7, 8]",1964,\N,30,,20,1,10,1,0,23,0,tvEpisode,0,False,True,0,1,0,20,['US'],"Family,Game-Show"
Jason Segel/Amy Sedaris/Alessia Cara,"(6, 7]",2015,\N,\N,0.0,18,1,10,0,0,13,0,tvEpisode,0,False,True,0,1,0,18,['US'],"Comedy,Music,Talk-Show"
A Family Torn Apart,"(6, 7]",1993,\N,98,1.0,761,1,10,3,0,91,5,tvMovie,0,False,True,0,13,6,761,['US'],"Crime,Drama,Horror"
Nechayannaya radost,"(5, 6]",2005,\N,180,0.0,14,1,10,1,0,15,0,tvMovie,0,False,True,0,1,0,14,['RU'],Comedy
My Profile Story,"(6, 7]",2009,\N,\N,0.0,53,1,10,0,0,35,0,tvMovie,0,False,True,0,1,0,53,['US'],Comedy
Lisa i drozd,"(6, 7]",1946,\N,15,0.0,29,1,10,3,0,23,0,short,0,False,True,0,7,1,29,['SUHH'],"Animation,Family,Short"
Episode #4.9,"(6, 7]",1988,\N,\N,0.0,12,1,10,0,0,26,0,tvEpisode,0,False,True,0,7,1,12,['GB'],Comedy
Konobarica,"(7, 8]",1995,\N,\N,0.0,21,1,10,0,0,2,0,movie,0,False,True,0,1,0,21,['RS'],Documentary
Serengeti,"(7, 8]",2019,\N,146,1.0,1180,1,10,35,5,82,1,tvSeries,7,True,True,0,11,104,1180,['GB'],Documentary
Vozvrashchenie so zvyozd,"(6, 7]",1982,\N,4,0.0,26,1,10,3,0,4,0,tvShort,0,False,True,0,3,0,27,['SUHH'],"Animation,Sci-Fi,Short"
Kokuso sezu,"(6, 7]",1975,\N,90,0.0,12,1,10,2,0,19,0,movie,0,False,True,0,1,1,12,['JP'],\N
Hello,"(7, 8]",2019,\N,42,0.0,232,1,10,119,0,29,1,tvEpisode,0,False,True,0,1,2,232,['GB'],"Comedy,Game-Show"
L'oeuvre au noir,"(6, 7]",1988,\N,110,5.0,501,1,10,7,0,99,1,movie,1,False,True,0,8,2,501,"['FR', 'BE']","Drama,History"
Jeanne,"(5, 6]",2012,\N,17,0.0,8,1,10,2,0,14,0,short,1,False,True,0,1,0,8,['FR'],Short
Season Recap,"(6, 7]",2008,\N,\N,0.0,163,1,10,1,0,49,0,tvEpisode,0,False,True,0,1,0,163,['CA'],"Action,Adventure,Animation"
Jump!,"(7, 8]",1994,\N,\N,0.0,130,1,10,1,0,19,0,tvEpisode,0,False,True,0,1,0,130,['US'],"Animation,Comedy,Music"
Thin Air (Höhenwahn),"(6, 7]",2018,\N,14,0.0,12,1,10,8,0,12,1,short,0,False,True,0,2,0,12,['CH'],"Short,Thriller"
Captain Gallant of the Foreign Legion,"(7, 8]",1955,\N,30,,118,1,10,14,0,119,0,tvSeries,0,True,True,0,2,6,118,"['US', 'IT', 'MA']",Adventure
Soylent Green,"(6, 7]",1973,\N,97,3.0,71716,1,10,219,1,169,134,movie,1,False,True,0,44,359,71731,['US'],"Crime,Mystery,Sci-Fi"
Ünnep,"(6, 7]",2009,\N,15,,13,1,10,0,0,12,0,short,0,False,True,0,1,0,13,['HU'],"Drama,Short"
The Other Game in Town,"(7, 8]",1970,\N,\N,,103,1,10,1,0,54,0,tvEpisode,0,False,True,0,1,5,103,['US'],"Action,Crime,Drama"
Cameron Diaz,"(5, 6]",2001,\N,\N,,16,1,10,0,0,12,0,tvEpisode,0,False,True,0,1,0,16,['US'],"Biography,Documentary"
Galatea,"(5, 6]",2010,\N,16,0.0,6,1,10,0,1,15,0,short,0,False,True,0,1,0,6,['US'],"Drama,Fantasy,Romance"
Hellspawn,"(3, 4]",1993,\N,86,0.0,112,1,10,7,0,37,0,video,0,False,True,0,1,4,112,['US'],Horror
The Sniffing Accountant,"(8, 9]",1993,\N,23,0.0,3919,1,10,3,0,90,3,tvEpisode,0,False,True,0,1,7,3922,['US'],Comedy
Sleepwalking Smurfs/Smurf Me No Flowers,"(6, 7]",1982,\N,22,0.0,80,1,10,1,0,263,0,tvEpisode,0,False,True,0,1,0,80,['US'],"Adventure,Animation,Comedy"
Ice Diaries,"(7, 8]",2006,\N,60,0.0,10,1,10,1,0,35,0,tvSeries,0,True,True,0,1,0,10,['US'],Documentary
Kakusareta sekai,"(7, 8]",2007,\N,26,,201,1,10,12,0,107,1,tvEpisode,0,False,True,0,1,0,202,['JP'],"Animation,Comedy,Drama"
Malakh-zadegan,"(4, 5]",1984,\N,\N,0.0,11,1,10,1,0,33,0,movie,0,False,True,0,2,0,11,['IR'],\N
Ammachi Yemba Nenapu,"(7, 8]",2018,\N,132,,122,1,10,13,1,24,1,movie,0,False,True,0,1,4,122,['IN'],Drama
Performers of the Year 2012,"(7, 8]",2011,\N,\N,0.0,24,1,10,0,0,12,4,video,1,False,True,1,1,0,24,['US'],Adult
The War Machines: Episode 2,"(7, 8]",1966,\N,\N,0.0,610,1,10,2,0,36,1,tvEpisode,0,False,True,0,1,2,612,['GB'],"Adventure,Drama,Family"
Slightly Paranoid,"(4, 5]",1997,\N,12,0.0,7,1,10,0,0,43,0,short,0,False,True,0,1,0,7,['CA'],"Comedy,Short"
Hoh bit yau ngo?,"(6, 7]",1985,\N,91,2.0,162,1,10,4,0,65,2,movie,2,False,True,0,4,1,163,['HK'],Drama
Episode #1.27,"(5, 6]",1997,\N,\N,0.0,6,1,10,0,0,81,0,tvEpisode,0,False,True,0,7,0,6,['IN'],"Action,Adventure,Family"
Serpientes y escaleras,"(6, 7]",1992,\N,95,0.0,35,1,10,1,0,25,0,movie,1,False,True,0,2,1,35,['MX'],"Drama,Romance"
Sottozero,"(5, 6]",1987,\N,93,0.0,127,1,10,7,0,37,0,movie,1,False,True,0,2,2,127,['IT'],Comedy
The Screenwriter,"(7, 8]",1974,\N,60,0.0,120,1,10,5,0,49,0,tvEpisode,0,False,True,0,1,1,120,['US'],"Action,Adventure,Comedy"
The Son Also Rises,"(7, 8]",2007,\N,45,0.0,1803,1,10,12,0,142,2,tvEpisode,0,False,True,0,1,3,1811,['CA'],"Action,Adventure,Drama"
A Done Deal,"(9, 10]",2013,\N,\N,,5,1,10,1,0,23,0,short,0,False,True,0,1,0,5,['CA'],"Drama,Short"
Georgie Through the Looking Glass,"(8, 9]",1991,\N,\N,0.0,10,1,10,1,0,53,0,tvEpisode,0,False,True,0,1,0,10,['US'],Drama
Love Me,"(6, 7]",2014,\N,90,0.0,1439,1,10,3,1,19,11,movie,0,False,True,0,7,14,1439,"['UA', 'ID', 'AU', 'US']","Comedy,Documentary,Drama"
A Primeira Dama,"(6, 7]",2012,\N,\N,0.0,14,1,10,0,0,54,0,tvMovie,0,False,True,0,1,0,14,['PT'],Drama
Manpower,"(5, 6]",1942,\N,10,0.0,28,1,10,0,0,3,0,short,0,False,True,0,1,0,28,['US'],"Documentary,Short"
Cool School Is Out,"(7, 8]",1965,\N,30,0.0,97,1,10,2,0,46,1,tvEpisode,0,False,True,0,1,0,97,['US'],"Comedy,Family"
Road to Nowhere,"(8, 9]",1996,\N,23,0.0,88,1,10,0,0,96,0,tvEpisode,0,False,True,0,1,0,88,['US'],"Comedy,Romance"
I Dreamed a Dream,"(8, 9]",2022,\N,\N,,18,1,10,1,0,40,0,tvEpisode,0,False,True,0,1,0,18,['CA'],"Drama,Family,Romance"
Showdown at the Grand,"(4, 5]",2023,\N,92,0.0,609,1,10,12,1,69,10,movie,0,False,True,0,10,8,618,['US'],"Action,Comedy"
Unmasked Part 25,"(5, 6]",1988,\N,85,1.0,916,1,10,26,1,28,26,movie,0,False,True,0,9,23,916,['GB'],"Comedy,Drama,Horror"
Die Geschwister Oppermann,"(7, 8]",1983,\N,220,2.0,55,1,10,4,0,82,0,tvMiniSeries,0,True,True,0,5,2,55,"['XWG', 'SE', 'IT', 'GB', 'AT', 'CH']",Drama
Yo ho ho,"(7, 8]",1981,\N,98,7.0,280,1,10,5,0,59,2,movie,1,False,True,0,3,0,280,['BG'],"Adventure,Drama"
The Duke Steps Out,"(3, 4]",1929,\N,\N,0.0,221,1,10,13,0,24,2,movie,0,False,True,0,16,0,221,['US'],"Comedy,Drama,Romance"
The Winner Takes It All,"(7, 8]",2019,\N,\N,,205,1,10,6,0,250,1,tvEpisode,0,False,True,0,1,1,205,['US'],"Comedy,Romance"
Forsaking All Others,"(7, 8]",1985,\N,60,0.0,39,1,10,1,0,104,0,tvEpisode,0,False,True,0,1,0,39,['US'],"Drama,Romance"
Traukinys i bulzibara,"(5, 6]",1986,\N,67,0.0,11,1,10,1,0,26,0,movie,0,False,True,0,2,0,11,['SUHH'],"Family,Music"
O Que as Mulheres Querem,"(5, 6]",2012,\N,\N,0.0,16,1,10,0,0,45,0,tvMovie,0,False,True,0,1,0,16,['PT'],"Comedy,Drama,Romance"
Working for the Weekend,"(6, 7]",2006,\N,23,0.0,205,1,10,1,0,119,0,tvEpisode,0,False,True,0,1,0,205,['CA'],"Drama,Romance"
Rosenkavalier,"(4, 5]",1997,\N,81,0.0,50,1,10,2,0,30,2,movie,0,False,True,0,1,3,50,['DE'],"Crime,Horror,Mystery"
Inay,"(8, 9]",1977,\N,\N,0.0,9,1,10,0,0,14,0,movie,5,False,True,0,1,0,9,['PH'],"Comedy,Drama"
Üvey Ana,"(5, 6]",1971,\N,83,3.0,44,1,10,1,0,42,0,movie,1,False,True,0,2,0,44,['TR'],Drama
It's a Wonderful Regeneration,"(4, 5]",1989,\N,\N,,8,1,10,0,0,1,0,video,0,False,True,0,1,0,8,['US'],\N
Thayilla Pillai,"(6, 7]",1961,\N,173,0.0,10,1,10,0,0,14,0,movie,0,False,True,0,1,0,10,['IN'],\N
Episode #1.3,"(7, 8]",2015,\N,\N,,456,1,10,1,0,64,5,tvEpisode,0,False,True,0,7,1,456,['GB'],Comedy
Athens City Academy of the Performing Bards,"(6, 7]",1996,\N,45,0.0,628,1,10,92,0,81,0,tvEpisode,0,False,True,0,1,4,629,['US'],"Action,Adventure,Drama"
Preston to Rawtenstall,"(7, 8]",2023,\N,\N,,6,1,10,0,0,29,0,tvEpisode,0,False,True,0,1,0,6,['GB'],Documentary
Wer nie sein Stück mit Tränengas..,"(6, 7]",1982,\N,26,,6,1,10,0,0,25,0,tvEpisode,0,False,True,0,1,0,6,['XWG'],Crime
Homicide,"(6, 7]",1991,\N,102,3.0,8428,1,10,26,2,154,42,movie,6,False,True,0,21,56,8429,['US'],"Crime,Mystery,Thriller"
Hell on Earth,"(7, 8]",2022,2022,300,0.0,19,1,10,1,0,48,0,tvMiniSeries,0,True,True,0,1,0,20,['AU'],Documentary
Treyf,"(6, 7]",1998,\N,54,1.0,26,1,10,0,0,18,0,movie,0,False,True,0,1,0,26,['US'],Documentary
Mission: Impossible - Ghost Protocol,"(7, 8]",2011,\N,132,5.0,534383,1,10,319,32,1646,306,movie,30,False,True,0,52,694,534477,"['US', 'AE', 'RU', 'CA', 'CZ', 'IN']","Action,Adventure,Thriller"
Deadly Currents,"(7, 8]",1991,\N,115,3.0,34,1,10,4,0,25,4,movie,1,False,True,0,3,1,34,['CA'],"Documentary,History,War"
Vegan,"(5, 6]",2021,\N,10,0.0,18,1,10,4,0,35,0,short,0,False,True,0,1,1,18,['FR'],"Comedy,Short"
Spirit of the Sword,"(4, 5]",1993,\N,30,0.0,25,1,10,3,0,39,1,video,0,False,True,0,3,0,25,['JP'],"Action,Animation,Fantasy"
Technically Crazy,"(7, 8]",2012,\N,88,0.0,12,1,10,2,0,56,2,movie,0,False,True,0,1,0,13,['US'],"Comedy,Drama"
Espanjankävijät,"(6, 7]",1980,\N,66,0.0,15,1,10,1,0,26,0,movie,0,False,True,0,2,0,15,['FI'],"Drama,War"
"Quest for Atlantis: Lost Kingdoms, Buried Treasures and Mysterious Artifacts","(6, 7]",2023,\N,67,0.0,12,1,10,1,0,7,0,video,0,False,True,0,1,2,12,['US'],Documentary
Suspicious Minds,"(8, 9]",2013,\N,42,,75,1,10,1,0,144,0,tvEpisode,0,False,True,0,1,0,75,"['US', 'CA']","Drama,Romance"
Hayat azeb,"(5, 6]",1963,\N,87,,26,1,10,1,0,18,0,movie,0,False,True,0,2,0,26,['EG'],"Comedy,Romance"
Tire-au-flanc 62,"(4, 5]",1960,\N,87,0.0,206,1,10,2,0,55,1,movie,0,False,True,0,4,4,206,['FR'],Comedy
Les magiciennes,"(6, 7]",1960,\N,101,0.0,39,1,10,8,0,25,0,movie,0,False,True,0,6,4,39,['FR'],"Drama,Mystery"
James Dean: The First American Teenager,"(7, 8]",1975,\N,\N,0.0,115,1,10,6,0,46,1,movie,0,False,True,0,6,4,115,['GB'],"Biography,Documentary"
Lucy and Her Genuine Twimby,"(7, 8]",1973,\N,30,0.0,28,1,10,3,1,44,1,tvEpisode,0,False,True,0,1,1,28,['US'],Comedy
The Music Box,"(8, 9]",2011,\N,\N,0.0,30,1,10,0,0,9,0,short,0,False,True,0,1,0,30,['US'],"Comedy,Music,Musical"
Behind the Locked Door,"(7, 8]",1964,\N,48,0.0,486,1,10,3,0,25,0,tvEpisode,0,False,True,0,1,15,486,['US'],"Crime,Drama,Horror"
Resurrection,"(6, 7]",2006,\N,69,0.0,105,1,10,1,0,84,0,tvEpisode,0,False,True,0,1,1,105,['GB'],"Sci-Fi,Thriller"
Father Knows Beast,"(5, 6]",2018,\N,\N,0.0,345,1,10,1,0,43,0,tvEpisode,0,False,True,0,1,3,346,"['CA', 'US']","Adventure,Animation,Comedy"
Shey,"(7, 8]",1993,\N,10,0.0,14,1,10,0,0,22,0,short,0,False,True,0,1,0,14,['BD'],Short
The Manor,"(7, 8]",2018,\N,8,1.0,24,1,10,5,0,30,1,short,0,False,True,0,1,0,24,['GB'],"Short,War"
An Artist of a Kind,"(9, 10]",2016,\N,3,0.0,8,1,10,1,0,6,0,short,0,False,True,0,1,0,8,['IN'],"Musical,Short"
Divorce Court,"(7, 8]",1989,\N,30,0.0,297,1,10,6,0,67,1,tvEpisode,0,False,True,0,1,2,297,['US'],"Comedy,Drama,Family"
Pacific Rim,"(7, 8]",2021,2022,24,0.0,6267,1,10,163,22,323,18,tvSeries,0,True,True,0,33,100,6273,"['US', 'AU']","Action,Adventure,Animation"
Buitenbeentjes,"(7, 8]",2019,\N,\N,0.0,7,1,10,0,0,8,0,tvEpisode,0,False,True,0,1,0,7,['NL'],Documentary
Godzorla's Counterattack,"(7, 8]",1993,\N,24,0.0,11,1,10,0,0,34,0,tvEpisode,0,False,True,0,1,0,11,['JP'],"Action,Animation,Drama"
Posledniyat ergen,"(7, 8]",1974,\N,82,0.0,74,1,10,4,0,74,0,movie,0,False,True,0,3,0,74,['BG'],Comedy
The Passenger,"(6, 7]",2009,\N,\N,,18,1,10,6,0,25,0,short,0,False,True,0,1,0,18,['US'],"Drama,Short"
Felek,"(6, 7]",1973,\N,\N,0.0,17,1,10,1,0,18,0,movie,0,False,True,0,1,0,17,['TR'],Drama
"Sorry, Wrong Lips!","(7, 8]",1982,\N,\N,0.0,66,1,10,0,0,34,0,tvEpisode,0,False,True,0,1,0,66,['US'],Comedy
The Hidden Curriculum,"(8, 9]",1984,\N,\N,,7,1,10,2,0,19,0,tvMovie,0,False,True,0,2,0,7,['GB'],Drama
Winnetou - Der letzte Kampf,"(5, 6]",2016,\N,123,,499,1,10,18,0,139,1,movie,0,False,True,0,7,2,500,['DE'],Western
Heart of Loyalty,"(7, 8]",2021,\N,\N,0.0,37,1,10,8,0,7,0,tvSeries,0,True,True,0,4,0,37,['CN'],"Drama,Romance"
El otro Francisco,"(7, 8]",1974,\N,97,3.0,88,1,10,2,0,67,3,movie,1,False,True,0,3,1,88,['CU'],Drama
"Princesse, à vos ordres!","(6, 7]",1931,\N,\N,0.0,30,1,10,3,0,29,0,movie,0,False,True,0,8,0,30,['DE'],Comedy
Jin Has a Temper-Tantrum on the Golf Course,"(7, 8]",2008,\N,\N,0.0,192,1,10,3,0,26,0,tvEpisode,0,False,True,0,1,0,192,['US'],"Drama,Fantasy,Sci-Fi"
La bête humaine,"(7, 8]",1938,\N,100,0.0,8518,1,10,53,0,55,58,movie,1,False,True,0,36,53,8519,['FR'],"Crime,Drama"
Lisa P. Jackson,"(6, 7]",2011,\N,\N,0.0,26,1,10,0,0,45,0,tvEpisode,0,False,True,0,1,0,26,['US'],"Comedy,News,Talk-Show"
O Mimikos kai i Mary,"(5, 6]",1958,\N,102,,174,1,10,31,0,23,0,movie,0,False,True,0,4,0,174,['GR'],"Drama,Romance"
Bullying Hurts,"(6, 7]",2015,\N,5,,15,1,10,20,0,16,0,short,0,False,True,0,1,1,15,['GB'],"Drama,Short"
Confessions of a Serial Killer,"(6, 7]",2019,\N,47,,32,1,10,2,0,9,0,tvMovie,0,False,True,0,2,2,32,['GB'],Documentary
Frontier Outlaws,"(6, 7]",1944,\N,\N,0.0,128,1,10,1,0,38,0,movie,0,False,True,0,6,6,128,['US'],Western
Portillo: The Trouble with the Tories,"(7, 8]",2019,2019,75,,22,1,10,0,0,30,0,tvMiniSeries,0,True,True,0,1,1,22,['GB'],Documentary
Parasala Pachan Payyannoor Paramu,"(5, 6]",1999,\N,\N,0.0,60,1,10,1,0,13,0,movie,0,False,True,0,1,0,60,['IN'],\N
Robert Stack,"(6, 7]",1960,\N,30,0.0,13,1,10,0,0,14,0,tvEpisode,0,False,True,0,1,0,13,['US'],"Biography,Family,Reality-TV"
"Les cahiers du cinéma, la création d'une empreinte","(6, 7]",2021,\N,52,0.0,11,1,10,4,0,9,0,tvSpecial,0,False,True,0,1,0,11,['FR'],"Documentary,History"
Étrangère,"(6, 7]",2010,\N,12,0.0,11,1,10,0,0,9,0,short,0,False,True,0,1,0,11,['BE'],"Documentary,Drama,History"
Rendezvous in Hell,"(4, 5]",1971,\N,\N,0.0,26,1,10,0,0,8,1,movie,0,False,True,1,1,2,26,['US'],"Adult,Crime"
Bhaiyya Morey,"(8, 9]",2018,\N,11,0.0,7,1,10,1,0,22,0,short,0,False,True,0,1,0,7,['IN'],"Horror,Short"
"Richard Chamerlain, Hedda Hopper, David Janssen, Barbara Parkins","(7, 8]",1965,\N,105,0.0,44,1,10,0,0,12,0,tvEpisode,0,False,True,0,1,0,44,['US'],"Comedy,Talk-Show"
Men on Parallel Bars,"(4, 5]",1894,\N,\N,,57,1,10,0,0,3,0,short,0,False,True,0,1,0,57,['US'],"Documentary,Short"
Tékasztorik,"(5, 6]",2017,\N,100,0.0,805,1,10,23,0,50,0,movie,0,False,True,0,1,3,805,['HU'],Comedy
'Shamrock',"(5, 6]",1899,\N,\N,0.0,29,1,10,0,0,1,0,short,0,False,True,0,1,0,29,['US'],"News,Short,Sport"
Ri Ji,"(7, 8]",2020,\N,46,0.0,28,1,10,0,0,19,1,tvEpisode,0,False,True,0,1,0,28,['CN'],"Crime,Drama,Thriller"
World Driver Championship,"(5, 6]",1999,\N,\N,0.0,12,1,10,1,1,1,0,videoGame,0,False,True,0,1,0,12,['US'],"Action,Sport"
50 to 1 2,"(8, 9]",2005,\N,\N,0.0,17,1,10,0,0,52,6,video,0,False,True,1,1,0,17,['US'],Adult
This Was My Dad: The Rise & Fall of Geoffrey Matthews,"(8, 9]",2017,\N,83,0.0,13,1,10,0,0,15,0,movie,0,False,True,0,1,1,13,['GB'],Documentary
Killed Herself Twice,"(5, 6]",2023,\N,\N,0.0,6,1,10,15,0,14,0,movie,0,False,True,0,3,0,6,"['KR', 'GB']","Crime,Drama"
Utah Trail,"(5, 6]",1938,\N,\N,0.0,69,1,10,3,0,46,1,movie,0,False,True,0,2,2,69,['US'],"Drama,Music,Western"
Christmas Carol: The Remix by the Q Brothers,"(7, 8]",2022,\N,\N,0.0,6,1,10,1,0,15,0,tvSpecial,0,False,True,0,1,0,6,['US'],Musical
Into My Darkened Home,"(2, 3]",2014,\N,15,0.0,5,1,10,5,0,13,0,short,0,False,True,0,1,0,5,['NO'],"Drama,Short"
Tiny Escape,"(8, 9]",2018,\N,22,0.0,5,1,10,2,0,44,0,tvEpisode,0,False,True,0,1,0,5,"['US', 'CA']","Action,Adventure,Animation"
Death by Chocolate,"(5, 6]",2009,\N,22,0.0,25,1,10,1,0,123,0,tvEpisode,0,False,True,0,1,0,25,['CA'],Comedy
The Infinite Need,"(8, 9]",2012,\N,\N,0.0,6,1,10,30,0,20,0,tvMiniSeries,0,True,True,0,1,0,6,['US'],Comedy
It's Easier to Pass an Elephant Through the Eye of a Needle Than a Bad Check in Bel Air,"(6, 7]",1980,\N,60,0.0,17,1,10,1,0,41,0,tvEpisode,0,False,True,0,1,0,17,['US'],"Crime,Drama"
Dårfinkar & dönickar,"(6, 7]",1988,1989,168,0.0,411,1,10,11,0,69,0,tvMiniSeries,0,True,True,0,8,1,411,['SE'],"Drama,Family"
Future My Love,"(6, 7]",2012,\N,97,0.0,146,1,10,1,1,71,10,movie,2,False,True,0,3,1,146,"['GB', 'SE']",Documentary
Bronte: cronaca di un massacro che i libri di storia non hanno raccontato,"(7, 8]",1972,\N,\N,0.0,80,1,10,3,0,69,0,movie,0,False,True,0,4,0,80,"['IT', 'XYU']","Drama,History"
Day of Terror,"(7, 8]",1958,\N,30,0.0,14,1,10,0,0,22,0,tvEpisode,0,False,True,0,1,2,14,['US'],"Crime,Drama,Thriller"
